sg,sr,sc,sp,color,dg,dr,dc,dp
8,3,13,0,k,8,2,13,0
8,3,13,5,b,6,3,15,5
8,3,13,6,b,6,3,15,6
8,3,13,7,g,8,3,9,14
8,3,13,8,k,8,2,13,9
8,3,13,9,k,8,2,13,8
8,3,13,14,g,8,3,11,7
8,3,13,15,g,8,3,10,21
8,3,13,16,k,8,0,13,16
8,3,13,17,k,8,1,13,0
8,3,13,18,k,8,1,13,8
8,3,13,19,k,8,1,13,9
8,3,13,20,g,8,3,14,23
8,3,13,21,g,8,3,15,14
8,3,13,22,g,8,3,8,21
8,3,13,23,g,8,3,12,20
8,3,13,24,k,8,4,13,26
8,3,13,25,k,8,5,13,34
8,3,13,26,k,8,5,13,26
8,3,13,27,k,8,0,13,35
8,3,13,28,g,8,3,1,26
8,3,13,29,g,8,3,3,34
8,3,13,30,g,8,3,5,35
8,3,13,31,g,8,3,0,32
8,3,13,32,k,8,4,13,25
8,3,13,33,k,8,4,13,34
8,3,13,34,k,8,5,13,25
8,3,13,35,k,8,0,13,27
8,3,13,36,g,8,3,4,27
8,3,13,37,g,8,3,2,24
8,3,13,38,g,8,3,6,27
8,3,13,39,g,8,3,7,27
8,3,14,0,k,8,2,14,0
8,3,14,5,b,7,3,14,5
8,3,14,6,b,7,3,14,6
8,3,14,7,g,8,3,9,15
8,3,14,8,k,8,2,14,9
8,3,14,9,k,8,2,14,8
8,3,14,14,g,8,3,10,7
8,3,14,15,g,8,3,8,7
8,3,14,16,k,8,0,14,16
8,3,14,17,k,8,1,14,0
8,3,14,18,k,8,1,14,8
8,3,14,19,k,8,1,14,9
8,3,14,20,g,8,3,15,23
8,3,14,21,g,8,3,11,15
8,3,14,22,g,8,3,12,15
8,3,14,23,g,8,3,13,20
8,3,14,24,k,8,4,14,26
8,3,14,25,k,8,5,14,34
8,3,14,26,k,8,5,14,26
8,3,14,27,k,8,0,14,35
8,3,14,28,g,8,3,7,35
8,3,14,29,g,8,3,6,34
8,3,14,30,g,8,3,2,35
8,3,14,31,g,8,3,3,26
8,3,14,32,k,8,4,14,25
8,3,14,33,k,8,4,14,34
8,3,14,34,k,8,5,14,25
8,3,14,35,k,8,0,14,27
8,3,14,36,g,8,3,1,27
8,3,14,37,g,8,3,5,25
8,3,14,38,g,8,3,0,33
8,3,14,39,g,8,3,4,25
8,3,15,0,k,8,2,15,0
8,3,15,5,b,7,3,15,5
8,3,15,6,b,7,3,15,6
8,3,15,7,g,8,3,8,14
8,3,15,8,k,8,2,15,9
8,3,15,9,k,8,2,15,8
8,3,15,14,g,8,3,13,21
8,3,15,15,g,8,3,11,22
8,3,15,16,k,8,0,15,16
8,3,15,17,k,8,1,15,0
8,3,15,18,k,8,1,15,8
8,3,15,19,k,8,1,15,9
8,3,15,20,g,8,3,9,21
8,3,15,21,g,8,3,12,22
8,3,15,22,g,8,3,10,15
8,3,15,23,g,8,3,14,20
8,3,15,24,k,8,4,15,26
8,3,15,25,k,8,5,15,34
8,3,15,26,k,8,5,15,26
8,3,15,27,k,8,0,15,35
8,3,15,28,g,8,3,5,24
8,3,15,29,g,8,3,4,34
8,3,15,30,g,8,3,7,25
8,3,15,31,g,8,3,0,34
8,3,15,32,k,8,4,15,25
8,3,15,33,k,8,4,15,34
8,3,15,34,k,8,5,15,25
8,3,15,35,k,8,0,15,27
8,3,15,36,g,8,3,6,26
8,3,15,37,g,8,3,3,24
8,3,15,38,g,8,3,2,34
8,3,15,39,g,8,3,1,32
8,4,0,0,g,8,4,6,8
8,4,0,1,b,0,4,14,5
8,4,0,2,b,0,4,14,6
8,4,0,3,b,9,4,0,3
8,4,0,7,k,8,0,0,20
8,4,0,8,g,8,4,2,17
8,4,0,9,g,8,4,7,0
8,4,0,10,b,9,4,0,10
8,4,0,14,k,8,0,0,22
8,4,0,15,k,8,0,0,21
8,4,0,16,g,8,4,4,18
8,4,0,17,g,8,4,3,18
8,4,0,18,g,8,4,5,17
8,4,0,19,g,8,4,1,16
8,4,0,20,k,8,2,0,22
8,4,0,21,k,8,2,0,21
8,4,0,22,k,8,2,0,20
8,4,0,23,k,8,1,0,36
8,4,0,24,g,8,4,12,37
8,4,0,25,g,8,4,11,31
8,4,0,26,g,8,4,8,29
8,4,0,27,g,8,4,9,30
8,4,0,28,k,8,1,0,28
8,4,0,29,k,8,3,0,39
8,4,0,30,k,8,3,0,38
8,4,0,31,k,8,5,0,39
8,4,0,32,g,8,4,13,31
8,4,0,33,g,8,4,14,38
8,4,0,34,g,8,4,15,31
8,4,0,35,g,8,4,10,37
8,4,0,36,k,8,1,0,23
8,4,0,37,k,8,3,0,31
8,4,0,38,k,8,5,0,38
8,4,0,39,k,8,5,0,31
8,4,1,0,g,8,4,3,9
8,4,1,1,b,0,4,15,5
8,4,1,2,b,0,4,15,6
8,4,1,3,b,9,4,1,3
8,4,1,7,k,8,0,1,20
8,4,1,8,g,8,4,6,0
8,4,1,9,g,8,4,5,0
8,4,1,10,b,9,4,1,10
8,4,1,14,k,8,0,1,22
8,4,1,15,k,8,0,1,21
8,4,1,16,g,8,4,0,19
8,4,1,17,g,8,4,4,0
8,4,1,18,g,8,4,7,19
8,4,1,19,g,8,4,2,16
8,4,1,20,k,8,2,1,22
8,4,1,21,k,8,2,1,21
8,4,1,22,k,8,2,1,20
8,4,1,23,k,8,1,1,36
8,4,1,24,g,8,4,10,29
8,4,1,25,g,8,4,9,31
8,4,1,26,g,8,4,13,28
8,4,1,27,g,8,4,14,36
8,4,1,28,k,8,1,1,28
8,4,1,29,k,8,3,1,39
8,4,1,30,k,8,3,1,38
8,4,1,31,k,8,5,1,39
8,4,1,32,g,8,4,15,39
8,4,1,33,g,8,4,11,29
8,4,1,34,g,8,4,12,30
8,4,1,35,g,8,4,8,28
8,4,1,36,k,8,1,1,23
8,4,1,37,k,8,3,1,31
8,4,1,38,k,8,5,1,38
8,4,1,39,k,8,5,1,31
8,4,2,0,g,8,4,6,9
8,4,2,1,b,1,4,14,5
8,4,2,2,b,1,4,14,6
8,4,2,3,b,10,4,0,3
8,4,2,7,k,8,0,2,20
8,4,2,8,g,8,4,7,17
8,4,2,9,g,8,4,4,9
8,4,2,10,b,10,4,0,10
8,4,2,14,k,8,0,2,22
8,4,2,15,k,8,0,2,21
8,4,2,16,g,8,4,1,19
8,4,2,17,g,8,4,0,8
8,4,2,18,g,8,4,5,8
8,4,2,19,g,8,4,3,16
8,4,2,20,k,8,2,2,22
8,4,2,21,k,8,2,2,21
8,4,2,22,k,8,2,2,20
8,4,2,23,k,8,1,2,36
8,4,2,24,g,8,4,13,37
8,4,2,25,g,8,4,12,31
8,4,2,26,g,8,4,10,28
8,4,2,27,g,8,4,11,36
8,4,2,28,k,8,1,2,28
8,4,2,29,k,8,3,2,39
8,4,2,30,k,8,3,2,38
8,4,2,31,k,8,5,2,39
8,4,2,32,g,8,4,9,36
8,4,2,33,g,8,4,8,36
8,4,2,34,g,8,4,15,38
8,4,2,35,g,8,4,14,30
8,4,2,36,k,8,1,2,23
8,4,2,37,k,8,3,2,31
8,4,2,38,k,8,5,2,38
8,4,2,39,k,8,5,2,31
8,4,3,0,g,8,4,5,9
8,4,3,1,b,1,4,15,5
8,4,3,2,b,1,4,15,6
8,4,3,3,b,10,4,1,3
8,4,3,7,k,8,0,3,20
8,4,3,8,g,8,4,6,18
8,4,3,9,g,8,4,1,0
8,4,3,10,b,10,4,1,10
8,4,3,14,k,8,0,3,22
8,4,3,15,k,8,0,3,21
8,4,3,16,g,8,4,2,19
8,4,3,17,g,8,4,7,8
8,4,3,18,g,8,4,0,17
8,4,3,19,g,8,4,4,16
8,4,3,20,k,8,2,3,22
8,4,3,21,k,8,2,3,21
8,4,3,22,k,8,2,3,20
8,4,3,23,k,8,1,3,36
8,4,3,24,g,8,4,15,37
8,4,3,25,g,8,4,12,29
8,4,3,26,g,8,4,14,31
8,4,3,27,g,8,4,10,36
8,4,3,28,k,8,1,3,28
8,4,3,29,k,8,3,3,39
8,4,3,30,k,8,3,3,38
8,4,3,31,k,8,5,3,39
8,4,3,32,g,8,4,8,30
8,4,3,33,g,8,4,9,38
8,4,3,34,g,8,4,13,29
8,4,3,35,g,8,4,11,30
8,4,3,36,k,8,1,3,23
8,4,3,37,k,8,3,3,31
8,4,3,38,k,8,5,3,38
8,4,3,39,k,8,5,3,31
8,4,4,0,g,8,4,1,17
8,4,4,1,b,2,4,14,5
8,4,4,2,b,2,4,14,6
8,4,4,3,b,11,4,0,3
8,4,4,7,k,8,0,4,20
8,4,4,8,g,8,4,6,17
8,4,4,9,g,8,4,2,9
8,4,4,10,b,11,4,0,10
8,4,4,14,k,8,0,4,22
8,4,4,15,k,8,0,4,21
8,4,4,16,g,8,4,3,19
8,4,4,17,g,8,4,7,18
8,4,4,18,g,8,4,0,16
8,4,4,19,g,8,4,5,16
8,4,4,20,k,8,2,4,22
8,4,4,21,k,8,2,4,21
8,4,4,22,k,8,2,4,20
8,4,4,23,k,8,1,4,36
8,4,4,24,g,8,4,9,37
8,4,4,25,g,8,4,14,39
8,4,4,26,g,8,4,12,28
8,4,4,27,g,8,4,13,36
8,4,4,28,k,8,1,4,28
8,4,4,29,k,8,3,4,39
8,4,4,30,k,8,3,4,38
8,4,4,31,k,8,5,4,39
8,4,4,32,g,8,4,10,31
8,4,4,33,g,8,4,8,31
8,4,4,34,g,8,4,15,29
8,4,4,35,g,8,4,11,28
8,4,4,36,k,8,1,4,23
8,4,4,37,k,8,3,4,31
8,4,4,38,k,8,5,4,38
8,4,4,39,k,8,5,4,31
8,4,5,0,g,8,4,1,9
8,4,5,1,b,2,4,15,5
8,4,5,2,b,2,4,15,6
8,4,5,3,b,11,4,1,3
8,4,5,7,k,8,0,5,20
8,4,5,8,g,8,4,2,18
8,4,5,9,g,8,4,3,0
8,4,5,10,b,11,4,1,10
8,4,5,14,k,8,0,5,22
8,4,5,15,k,8,0,5,21
8,4,5,16,g,8,4,4,19
8,4,5,17,g,8,4,0,18
8,4,5,18,g,8,4,7,9
8,4,5,19,g,8,4,6,16
8,4,5,20,k,8,2,5,22
8,4,5,21,k,8,2,5,21
8,4,5,22,k,8,2,5,20
8,4,5,23,k,8,1,5,36
8,4,5,24,g,8,4,15,28
8,4,5,25,g,8,4,14,37
8,4,5,26,g,8,4,9,29
8,4,5,27,g,8,4,12,36
8,4,5,28,k,8,1,5,28
8,4,5,29,k,8,3,5,39
8,4,5,30,k,8,3,5,38
8,4,5,31,k,8,5,5,39
8,4,5,32,g,8,4,8,39
8,4,5,33,g,8,4,10,39
8,4,5,34,g,8,4,11,38
8,4,5,35,g,8,4,13,30
8,4,5,36,k,8,1,5,23
8,4,5,37,k,8,3,5,31
8,4,5,38,k,8,5,5,38
8,4,5,39,k,8,5,5,31
8,4,6,0,g,8,4,1,8
8,4,6,1,b,3,4,14,5
8,4,6,2,b,3,4,14,6
8,4,6,3,b,13,4,0,3
8,4,6,7,k,8,0,6,20
8,4,6,8,g,8,4,0,0
8,4,6,9,g,8,4,2,0
8,4,6,10,b,13,4,0,10
8,4,6,14,k,8,0,6,22
8,4,6,15,k,8,0,6,21
8,4,6,16,g,8,4,5,19
8,4,6,17,g,8,4,4,8
8,4,6,18,g,8,4,3,8
8,4,6,19,g,8,4,7,16
8,4,6,20,k,8,2,6,22
8,4,6,21,k,8,2,6,21
8,4,6,22,k,8,2,6,20
8,4,6,23,k,8,1,6,36
8,4,6,24,g,8,4,11,37
8,4,6,25,g,8,4,10,30
8,4,6,26,g,8,4,15,36
8,4,6,27,g,8,4,13,38
8,4,6,28,k,8,1,6,28
8,4,6,29,k,8,3,6,39
8,4,6,30,k,8,3,6,38
8,4,6,31,k,8,5,6,39
8,4,6,32,g,8,4,12,39
8,4,6,33,g,8,4,8,38
8,4,6,34,g,8,4,14,29
8,4,6,35,g,8,4,9,28
8,4,6,36,k,8,1,6,23
8,4,6,37,k,8,3,6,31
8,4,6,38,k,8,5,6,38
8,4,6,39,k,8,5,6,31
8,4,7,0,g,8,4,0,9
8,4,7,1,b,3,4,15,5
8,4,7,2,b,3,4,15,6
8,4,7,3,b,13,4,1,3
8,4,7,7,k,8,0,7,20
8,4,7,8,g,8,4,3,17
8,4,7,9,g,8,4,5,18
8,4,7,10,b,13,4,1,10
8,4,7,14,k,8,0,7,22
8,4,7,15,k,8,0,7,21
8,4,7,16,g,8,4,6,19
8,4,7,17,g,8,4,2,8
8,4,7,18,g,8,4,4,17
8,4,7,19,g,8,4,1,18
8,4,7,20,k,8,2,7,22
8,4,7,21,k,8,2,7,21
8,4,7,22,k,8,2,7,20
8,4,7,23,k,8,1,7,36
8,4,7,24,g,8,4,8,37
8,4,7,25,g,8,4,15,30
8,4,7,26,g,8,4,12,38
8,4,7,27,g,8,4,13,39
8,4,7,28,k,8,1,7,28
8,4,7,29,k,8,3,7,39
8,4,7,30,k,8,3,7,38
8,4,7,31,k,8,5,7,39
8,4,7,32,g,8,4,9,39
8,4,7,33,g,8,4,10,38
8,4,7,34,g,8,4,11,39
8,4,7,35,g,8,4,14,28
8,4,7,36,k,8,1,7,23
8,4,7,37,k,8,3,7,31
8,4,7,38,k,8,5,7,38
8,4,7,39,k,8,5,7,31
8,4,8,0,k,8,0,8,17
8,4,8,4,b,14,4,0,10
8,4,8,5,b,4,4,14,5
8,4,8,6,b,4,4,14,6
8,4,8,7,g,8,4,14,15
8,4,8,8,k,8,0,8,18
8,4,8,9,k,8,0,8,19
8,4,8,13,b,14,4,0,3
8,4,8,14,g,8,4,15,7
8,4,8,15,g,8,4,11,21
8,4,8,16,k,8,1,8,16
8,4,8,17,k,8,2,8,17
8,4,8,18,k,8,2,8,19
8,4,8,19,k,8,2,8,18
8,4,8,20,g,8,4,9,23
8,4,8,21,g,8,4,13,22
8,4,8,22,g,8,4,10,22
8,4,8,23,g,8,4,12,21
8,4,8,24,k,8,5,8,24
8,4,8,25,k,8,3,8,32
8,4,8,26,k,8,3,8,24
8,4,8,27,k,8,1,8,35
8,4,8,28,g,8,4,1,35
8,4,8,29,g,8,4,0,26
8,4,8,30,g,8,4,3,32
8,4,8,31,g,8,4,4,33
8,4,8,32,k,8,5,8,33
8,4,8,33,k,8,5,8,32
8,4,8,34,k,8,3,8,33
8,4,8,35,k,8,1,8,27
8,4,8,36,g,8,4,2,33
8,4,8,37,g,8,4,7,24
8,4,8,38,g,8,4,6,33
8,4,8,39,g,8,4,5,32
8,4,9,0,k,8,0,9,17
8,4,9,4,b,14,4,1,10
8,4,9,5,b,4,4,15,5
8,4,9,6,b,4,4,15,6
8,4,9,7,g,8,4,11,14
8,4,9,8,k,8,0,9,18
8,4,9,9,k,8,0,9,19
8,4,9,13,b,14,4,1,3
8,4,9,14,g,8,4,13,7
8,4,9,15,g,8,4,14,7
8,4,9,16,k,8,1,9,16
8,4,9,17,k,8,2,9,17
8,4,9,18,k,8,2,9,19
8,4,9,19,k,8,2,9,18
8,4,9,20,g,8,4,10,23
8,4,9,21,g,8,4,15,20
8,4,9,22,g,8,4,12,7
8,4,9,23,g,8,4,8,20
8,4,9,24,k,8,5,9,24
8,4,9,25,k,8,3,9,32
8,4,9,26,k,8,3,9,24
8,4,9,27,k,8,1,9,35
8,4,9,28,g,8,4,6,35
8,4,9,29,g,8,4,5,26
8,4,9,30,g,8,4,0,27
8,4,9,31,g,8,4,1,25
8,4,9,32,k,8,5,9,33
8,4,9,33,k,8,5,9,32
8,4,9,34,k,8,3,9,33
8,4,9,35,k,8,1,9,27
8,4,9,36,g,8,4,2,32
8,4,9,37,g,8,4,4,24
8,4,9,38,g,8,4,3,33
8,4,9,39,g,8,4,7,32
8,4,10,0,k,8,0,10,17
8,4,10,4,b,15,4,0,10
8,4,10,5,b,5,4,14,5
8,4,10,6,b,5,4,14,6
8,4,10,7,g,8,4,14,14
8,4,10,8,k,8,0,10,18
8,4,10,9,k,8,0,10,19
8,4,10,13,b,15,4,0,3
8,4,10,14,g,8,4,12,14
8,4,10,15,g,8,4,15,22
8,4,10,16,k,8,1,10,16
8,4,10,17,k,8,2,10,17
8,4,10,18,k,8,2,10,19
8,4,10,19,k,8,2,10,18
8,4,10,20,g,8,4,11,23
8,4,10,21,g,8,4,13,15
8,4,10,22,g,8,4,8,22
8,4,10,23,g,8,4,9,20
8,4,10,24,k,8,5,10,24
8,4,10,25,k,8,3,10,32
8,4,10,26,k,8,3,10,24
8,4,10,27,k,8,1,10,35
8,4,10,28,g,8,4,2,26
8,4,10,29,g,8,4,1,24
8,4,10,30,g,8,4,6,25
8,4,10,31,g,8,4,4,32
8,4,10,32,k,8,5,10,33
8,4,10,33,k,8,5,10,32
8,4,10,34,k,8,3,10,33
8,4,10,35,k,8,1,10,27
8,4,10,36,g,8,4,3,27
8,4,10,37,g,8,4,0,35
8,4,10,38,g,8,4,7,33
8,4,10,39,g,8,4,5,33
8,4,11,0,k,8,0,11,17
8,4,11,4,b,15,4,1,10
8,4,11,5,b,5,4,15,5
8,4,11,6,b,5,4,15,6
8,4,11,7,g,8,4,13,14
8,4,11,8,k,8,0,11,18
8,4,11,9,k,8,0,11,19
8,4,11,13,b,15,4,1,3
8,4,11,14,g,8,4,9,7
8,4,11,15,g,8,4,14,21
8,4,11,16,k,8,1,11,16
8,4,11,17,k,8,2,11,17
8,4,11,18,k,8,2,11,19
8,4,11,19,k,8,2,11,18
8,4,11,20,g,8,4,12,23
8,4,11,21,g,8,4,8,15
8,4,11,22,g,8,4,15,15
8,4,11,23,g,8,4,10,20
8,4,11,24,k,8,5,11,24
8,4,11,25,k,8,3,11,32
8,4,11,26,k,8,3,11,24
8,4,11,27,k,8,1,11,35
8,4,11,28,g,8,4,4,35
8,4,11,29,g,8,4,1,33
8,4,11,30,g,8,4,3,35
8,4,11,31,g,8,4,0,25
8,4,11,32,k,8,5,11,33
8,4,11,33,k,8,5,11,32
8,4,11,34,k,8,3,11,33
8,4,11,35,k,8,1,11,27
8,4,11,36,g,8,4,2,27
8,4,11,37,g,8,4,6,24
8,4,11,38,g,8,4,5,34
8,4,11,39,g,8,4,7,34
8,4,12,0,k,8,0,12,17
8,4,12,5,b,6,4,14,5
8,4,12,6,b,6,4,14,6
8,4,12,7,g,8,4,9,22
8,4,12,8,k,8,0,12,18
8,4,12,9,k,8,0,12,19
8,4,12,14,g,8,4,10,14
8,4,12,15,g,8,4,14,22
8,4,12,16,k,8,1,12,16
8,4,12,17,k,8,2,12,17
8,4,12,18,k,8,2,12,19
8,4,12,19,k,8,2,12,18
8,4,12,20,g,8,4,13,23
8,4,12,21,g,8,4,8,23
8,4,12,22,g,8,4,15,21
8,4,12,23,g,8,4,11,20
8,4,12,24,k,8,5,12,24
8,4,12,25,k,8,3,12,32
8,4,12,26,k,8,3,12,24
8,4,12,27,k,8,1,12,35
8,4,12,28,g,8,4,4,26
8,4,12,29,g,8,4,3,25
8,4,12,30,g,8,4,1,34
8,4,12,31,g,8,4,2,25
8,4,12,32,k,8,5,12,33
8,4,12,33,k,8,5,12,32
8,4,12,34,k,8,3,12,33
8,4,12,35,k,8,1,12,27
8,4,12,36,g,8,4,5,27
8,4,12,37,g,8,4,0,24
8,4,12,38,g,8,4,7,26
8,4,12,39,g,8,4,6,32
8,4,13,0,k,8,0,13,17
8,4,13,5,b,6,4,15,5
8,4,13,6,b,6,4,15,6
8,4,13,7,g,8,4,9,14
8,4,13,8,k,8,0,13,18
8,4,13,9,k,8,0,13,19
8,4,13,14,g,8,4,11,7
8,4,13,15,g,8,4,10,21
8,4,13,16,k,8,1,13,16
8,4,13,17,k,8,2,13,17
8,4,13,18,k,8,2,13,19
8,4,13,19,k,8,2,13,18
8,4,13,20,g,8,4,14,23
8,4,13,21,g,8,4,15,14
8,4,13,22,g,8,4,8,21
8,4,13,23,g,8,4,12,20
8,4,13,24,k,8,5,13,24
8,4,13,25,k,8,3,13,32
8,4,13,26,k,8,3,13,24
8,4,13,27,k,8,1,13,35
8,4,13,28,g,8,4,1,26
8,4,13,29,g,8,4,3,34
8,4,13,30,g,8,4,5,35
8,4,13,31,g,8,4,0,32
8,4,13,32,k,8,5,13,33
8,4,13,33,k,8,5,13,32
8,4,13,34,k,8,3,13,33
8,4,13,35,k,8,1,13,27
8,4,13,36,g,8,4,4,27
8,4,13,37,g,8,4,2,24
8,4,13,38,g,8,4,6,27
8,4,13,39,g,8,4,7,27
8,4,14,0,k,8,0,14,17
8,4,14,5,b,7,4,14,5
8,4,14,6,b,7,4,14,6
8,4,14,7,g,8,4,9,15
8,4,14,8,k,8,0,14,18
8,4,14,9,k,8,0,14,19
8,4,14,14,g,8,4,10,7
8,4,14,15,g,8,4,8,7
8,4,14,16,k,8,1,14,16
8,4,14,17,k,8,2,14,17
8,4,14,18,k,8,2,14,19
8,4,14,19,k,8,2,14,18
8,4,14,20,g,8,4,15,23
8,4,14,21,g,8,4,11,15
8,4,14,22,g,8,4,12,15
8,4,14,23,g,8,4,13,20
8,4,14,24,k,8,5,14,24
8,4,14,25,k,8,3,14,32
8,4,14,26,k,8,3,14,24
8,4,14,27,k,8,1,14,35
8,4,14,28,g,8,4,7,35
8,4,14,29,g,8,4,6,34
8,4,14,30,g,8,4,2,35
8,4,14,31,g,8,4,3,26
8,4,14,32,k,8,5,14,33
8,4,14,33,k,8,5,14,32
8,4,14,34,k,8,3,14,33
8,4,14,35,k,8,1,14,27
8,4,14,36,g,8,4,1,27
8,4,14,37,g,8,4,5,25
8,4,14,38,g,8,4,0,33
8,4,14,39,g,8,4,4,25
8,4,15,0,k,8,0,15,17
8,4,15,5,b,7,4,15,5
8,4,15,6,b,7,4,15,6
8,4,15,7,g,8,4,8,14
8,4,15,8,k,8,0,15,18
8,4,15,9,k,8,0,15,19
8,4,15,14,g,8,4,13,21
8,4,15,15,g,8,4,11,22
8,4,15,16,k,8,1,15,16
8,4,15,17,k,8,2,15,17
8,4,15,18,k,8,2,15,19
8,4,15,19,k,8,2,15,18
8,4,15,20,g,8,4,9,21
8,4,15,21,g,8,4,12,22
8,4,15,22,g,8,4,10,15
8,4,15,23,g,8,4,14,20
8,4,15,24,k,8,5,15,24
8,4,15,25,k,8,3,15,32
8,4,15,26,k,8,3,15,24
8,4,15,27,k,8,1,15,35
8,4,15,28,g,8,4,5,24
8,4,15,29,g,8,4,4,34
8,4,15,30,g,8,4,7,25
8,4,15,31,g,8,4,0,34
8,4,15,32,k,8,5,15,33
8,4,15,33,k,8,5,15,32
8,4,15,34,k,8,3,15,33
8,4,15,35,k,8,1,15,27
8,4,15,36,g,8,4,6,26
8,4,15,37,g,8,4,3,24
8,4,15,38,g,8,4,2,34
8,4,15,39,g,8,4,1,32
8,5,0,0,g,8,5,6,8
8,5,0,1,b,0,5,14,5
8,5,0,2,b,0,5,14,6
8,5,0,3,b,9,5,0,3
8,5,0,7,k,8,0,0,14
8,5,0,8,g,8,5,2,17
8,5,0,9,g,8,5,7,0
8,5,0,10,b,9,5,0,10
8,5,0,14,k,8,0,0,7
8,5,0,15,k,8,0,0,15
8,5,0,16,g,8,5,4,18
8,5,0,17,g,8,5,3,18
8,5,0,18,g,8,5,5,17
8,5,0,19,g,8,5,1,16
8,5,0,20,k,8,1,0,22
8,5,0,21,k,8,1,0,21
8,5,0,22,k,8,1,0,20
8,5,0,23,k,8,2,0,36
8,5,0,24,g,8,5,12,37
8,5,0,25,g,8,5,11,31
8,5,0,26,g,8,5,8,29
8,5,0,27,g,8,5,9,30
8,5,0,28,k,8,2,0,28
8,5,0,29,k,8,3,0,37
8,5,0,30,k,8,3,0,30
8,5,0,31,k,8,4,0,39
8,5,0,32,g,8,5,13,31
8,5,0,33,g,8,5,14,38
8,5,0,34,g,8,5,15,31
8,5,0,35,g,8,5,10,37
8,5,0,36,k,8,2,0,23
8,5,0,37,k,8,3,0,29
8,5,0,38,k,8,4,0,38
8,5,0,39,k,8,4,0,31
8,5,1,0,g,8,5,3,9
8,5,1,1,b,0,5,15,5
8,5,1,2,b,0,5,15,6
8,5,1,3,b,9,5,1,3
8,5,1,7,k,8,0,1,14
8,5,1,8,g,8,5,6,0
8,5,1,9,g,8,5,5,0
8,5,1,10,b,9,5,1,10
8,5,1,14,k,8,0,1,7
8,5,1,15,k,8,0,1,15
8,5,1,16,g,8,5,0,19
8,5,1,17,g,8,5,4,0
8,5,1,18,g,8,5,7,19
8,5,1,19,g,8,5,2,16
8,5,1,20,k,8,1,1,22
8,5,1,21,k,8,1,1,21
8,5,1,22,k,8,1,1,20
8,5,1,23,k,8,2,1,36
8,5,1,24,g,8,5,10,29
8,5,1,25,g,8,5,9,31
8,5,1,26,g,8,5,13,28
8,5,1,27,g,8,5,14,36
8,5,1,28,k,8,2,1,28
8,5,1,29,k,8,3,1,37
8,5,1,30,k,8,3,1,30
8,5,1,31,k,8,4,1,39
8,5,1,32,g,8,5,15,39
8,5,1,33,g,8,5,11,29
8,5,1,34,g,8,5,12,30
8,5,1,35,g,8,5,8,28
8,5,1,36,k,8,2,1,23
8,5,1,37,k,8,3,1,29
8,5,1,38,k,8,4,1,38
8,5,1,39,k,8,4,1,31
8,5,2,0,g,8,5,6,9
8,5,2,1,b,1,5,14,5
8,5,2,2,b,1,5,14,6
8,5,2,3,b,10,5,0,3
8,5,2,7,k,8,0,2,14
8,5,2,8,g,8,5,7,17
8,5,2,9,g,8,5,4,9
8,5,2,10,b,10,5,0,10
8,5,2,14,k,8,0,2,7
8,5,2,15,k,8,0,2,15
8,5,2,16,g,8,5,1,19
8,5,2,17,g,8,5,0,8
8,5,2,18,g,8,5,5,8
8,5,2,19,g,8,5,3,16
8,5,2,20,k,8,1,2,22
8,5,2,21,k,8,1,2,21
8,5,2,22,k,8,1,2,20
8,5,2,23,k,8,2,2,36
8,5,2,24,g,8,5,13,37
8,5,2,25,g,8,5,12,31
8,5,2,26,g,8,5,10,28
8,5,2,27,g,8,5,11,36
8,5,2,28,k,8,2,2,28
8,5,2,29,k,8,3,2,37
8,5,2,30,k,8,3,2,30
8,5,2,31,k,8,4,2,39
8,5,2,32,g,8,5,9,36
8,5,2,33,g,8,5,8,36
8,5,2,34,g,8,5,15,38
8,5,2,35,g,8,5,14,30
8,5,2,36,k,8,2,2,23
8,5,2,37,k,8,3,2,29
8,5,2,38,k,8,4,2,38
8,5,2,39,k,8,4,2,31
8,5,3,0,g,8,5,5,9
8,5,3,1,b,1,5,15,5
8,5,3,2,b,1,5,15,6
8,5,3,3,b,10,5,1,3
8,5,3,7,k,8,0,3,14
8,5,3,8,g,8,5,6,18
8,5,3,9,g,8,5,1,0
8,5,3,10,b,10,5,1,10
8,5,3,14,k,8,0,3,7
8,5,3,15,k,8,0,3,15
8,5,3,16,g,8,5,2,19
8,5,3,17,g,8,5,7,8
8,5,3,18,g,8,5,0,17
8,5,3,19,g,8,5,4,16
8,5,3,20,k,8,1,3,22
8,5,3,21,k,8,1,3,21
8,5,3,22,k,8,1,3,20
8,5,3,23,k,8,2,3,36
8,5,3,24,g,8,5,15,37
8,5,3,25,g,8,5,12,29
8,5,3,26,g,8,5,14,31
8,5,3,27,g,8,5,10,36
8,5,3,28,k,8,2,3,28
8,5,3,29,k,8,3,3,37
8,5,3,30,k,8,3,3,30
8,5,3,31,k,8,4,3,39
8,5,3,32,g,8,5,8,30
8,5,3,33,g,8,5,9,38
8,5,3,34,g,8,5,13,29
8,5,3,35,g,8,5,11,30
8,5,3,36,k,8,2,3,23
8,5,3,37,k,8,3,3,29
8,5,3,38,k,8,4,3,38
8,5,3,39,k,8,4,3,31
8,5,4,0,g,8,5,1,17
8,5,4,1,b,2,5,14,5
8,5,4,2,b,2,5,14,6
8,5,4,3,b,11,5,0,3
8,5,4,7,k,8,0,4,14
8,5,4,8,g,8,5,6,17
8,5,4,9,g,8,5,2,9
8,5,4,10,b,11,5,0,10
